question,answer
my son stole my debit card and lied about it its not the first time he has lied i dont know what to do anymore i dont know if i should punish him or make him do something ive tried talking to him and asking if anything was wrong i have grounded him but nothing works what should i do,hi enid you sound like a sensitive parent i like that you talked to your son to see if anything is wrong there is some key information here i dont know your sons age whether he spent any money whether he put the card back or how many times hes stolen and my answer might be different depending on those details but ill give you my thoughtsi see it as every childs job to figure out the rules and find where their power is in the world in order to accomplish that many of them test limits what can i get away with is a question they have to find the answer to if a child knows the rules theyre much more likely to not test limits because they already know the limits so part of testing limits is experimenting with stealing and lying not all kids steal but i would say pretty much every child lies at some point its a normal behaviour and most of the time its about small things that dont matter and we dont even find out stealing a debit card is a bit more serious and im not surprised he lied about it if you absolutely know that he took it its okay to tell him that you believe he did this thing and also lied about it its appropriate to give a consequence for this type of behaviour so that the child doesnt do it again the consequence should be as natural and logical as possible the behaviour stealing was harmful to you so doing you a favour with extra chores might be a good idea its funny because as parents we try to tell our kids that lying is bad but they know theyll get a consequence if they tell the truth so there are natural deterrents to being honest we dont want people to know our mistakes its a dilemma if you really want to focus on the lying part you can tell him that you wont give him a consequence for the lying if he decides to come clean with the truth within one day that gives him incentive to come to you with truth it sometimes works with kids to give them a chance to come clean and then reward them for telling the truth you can set your child up for success and train them to tolerate honesty put a cookie on the counter tell your child to take the cookie at some point in the day then ask them later if they took the cookie youre making honesty fun kids love games basically theres as much power in rewarding the positive behaviour as punishing the negative if this is the first serious offence for your son dont make a big deal of it consequence him and see if he learns if its a pattern thats different and you may want the input of a therapist
im concerned about my 12 year old daughter about a month or two ago she started walking on her toes as well as coloring and writing very messy this all happened very suddenly she has never walked on her tiptoes and has always colored and written very neatly is this something i should be concerned abou any advice will help,it is great that you are noticing these changes with your daughter i cant offer advice without knowing much more about your particular situation but some things to think abouthas something else happen recently that has been stressful upsettingis your daughter trying to communicate something to you and if so what might that behave you discussed these recent changes with her without being too serious or accusatorythere is so much changing for her and you nowcommunication and connection are crucial i hope you both can talk to a supportive person about all these changes
im concerned about my 12 year old daughter about a month or two ago she started walking on her toes as well as coloring and writing very messy this all happened very suddenly she has never walked on her tiptoes and has always colored and written very neatly is this something i should be concerned abou any advice will help,have you asked your daughter why shes doing the behaviors you describeoften the best way to find out why someone does something is to simply ask them their reasonher answer will give you some guidance as to next possible stepsif shes pretending to be a fantasy figure or trying to find out how being taller feels or walking on high heels or some other image then knowing this rules out that she has some unbearable pain in her arch which may require more practical answers such as new shoes or even indicate a medical problemask if shes noticed any change in the way she walks   maybe she doesnt know shes doing this and maybe she feels embarrassed to tell you shes doing something a bit oddsince usually 12 year olds dont color is it new that she started coloringmaybe given the fact of messy handwriting shes in a phase of pretending or reflecting on good times as a young childthen this becomes the topic of examinationdoes she feel insecure about being on the cusp of adolescencesome of these questions can be asked directly and some are for you to first decide based on what you know of your daughter which questions and what direction to take in understanding your daughters motivation
i have three children the oldest is nine and not my biological child the middle child is three and the youngest is one i have a great relationship with the oldest two children but i havent developed the same level of attatchment to the youngest child i rarely want her around and look forward to her nap times is this normal,this is your experience your feeling and you are wondering if it is normal which means is this common or the rule this question about how you feel about your third child leads me to believe you are dis turbed etymology agitated or stirred up  feelings are messages from our soul or spirit that something is not right  so though  it might be normal common the rule  to look forward to a one year olds nap time when you have a three year old a nine year old the dis turbance or stirring up in you is important and requires your attention your listening if you will to your higher self
i have three children the oldest is nine and not my biological child the middle child is three and the youngest is one i have a great relationship with the oldest two children but i havent developed the same level of attatchment to the youngest child i rarely want her around and look forward to her nap times is this normal,this is a common response parents can have there are many reasons for attachment disruption  but attachment is important for the child as well as your long term relationship with them  i would want to know more about the history of the child and any stressors you have gone through during the childs lifetime often if there is stress parents will not have the time or energy to attach well to the child sometimes the energy of the child and the parent are mismatched as well but whatever is at the core this is something that can be addressed in counseling the earlier the better because adult relationships are based on parental relationships we had as children therapy can start at age 3 to address these types of issues visit staceybshapirocom for more information about getting started
i have three children the oldest is nine and not my biological child the middle child is three and the youngest is one i have a great relationship with the oldest two children but i havent developed the same level of attatchment to the youngest child i rarely want her around and look forward to her nap times is this normal,congrats on being honest about the way you feelmany people state having a favorite child so the reverse would also be possible of having a least favorite childtry to understand your own reasons for not liking your youngest child as much as the othersone point to consider is whether it is the child personality or the way they interact with you which gives you the feeling of not liking this child as much as the others or does the reason have more to do with younger children requiring more carealso do you generally prefer older kids to younger ones   it is possible the problem will go away as your youngest grows olderis there another parent in the household who can make up for what you feel unable to naturally give to your youngestis it possible you feel your own need to be involved with activities or to have time on your own  maybe you simply need a break from constant motheringcontinue to give as much as possible to your youngest child
i was a single mom most of their growing up life and have guilt about trying to work three jobs and being gone a lot my children are successful with their own businesss have lots of nanny and cleaning help but i just feel they have such a great opportunity to spend it with their kids,you seem to have been a very positive influence in your kids livesthey may have worked so hard because they understood how difficult and tiring your life was as a single momi feel you are seeing your kids lives through the measurement of how much toil was in your life as a single momin other words what you see your kids overlooking or not appreciating may remind you of your wishes during the many years you raised your kidsif it helps you and is possible then maybe you could spend more of your own time tougher with your grandkids  this may give some reward for the many years you spent working to support your kids and had no choice in the amount of time you had with your kidsas far as your kids relationship to their kids it is now their turn to raise them as they wish within ethical boundaries of coursedepending on the topics you and your kids talk about consider to bring up your concern as to whether they feel their kids your grandkids are missing anything due to the limited time they have with the parents
shes in her early 20s and she has a toddler,well first lets identify what factors are involved in the situation about which you wroteare you the only decision maker regarding your stepdaughter living with youis her dad and your partner living under the same roofwould you feel any obligation to consult with your husband about his opinion and his way of handling the situationhave you talked with your stepdaughter about your observation and your reaction to the fact of her not honoring your boundariesconsider too that there will be an effect on the toddler your grandchild if you kick out your daughteris your daughter financially ready to live on her own and support herself and her childyou certainly have the right to define the terms of what goes on under your roofit is only fair to everyone that as many variables as possible be consideredthe conclusion may be that it is in everyones best interest for your stepdaughter to move outif everyone feels respected and a well thought out plan is developed then the least amount of hurt and stress and the most amount of happiness will be possible from this change
shes in her early 20s and she has a toddler,this is something you will have to discuss with your husband  it should be a joint decision if you value your marriage  you can mention your frustration about your stepdaughter not honoring boundaries  after you talk to your husband you both can have a talk with your stepdaughter about expectations in order to stay living in the house  when it comes to stepchildren you need to be very careful you do not take the lead on the authority part  it should be the biological parent
shes in her early 20s and she has a toddler,it may be helpful to first have a discussion about what you are expecting and put a timeframe on it that if she is not doing certain things by a certain date she will have to leave if you dont know where she can go there is probably a list of shelters for the county that you live in
my dad is always and i mean always cussing and screaming at me for no reason at all he makes me feel stupid he also compares me to my other siblings in a negative way and demeans me is this abuse,oh my goodness my heart goes out to you  i pray you have other strong and supportive loved ones or friends surrounding you if you are in school please consider speaking with a counselor on site who can help give you some good coping mechanisms as well as other resourcesi believe most therapists would agree that this type of behavior is indicative of emotional and verbal abuse and quite often the two overlap because someone who is being yelled at and demeaned is also frequently having hisher emotions preyed upon as well healthy place offers us some great examples of emotional abuse which certainly fit the criteria of what you describeyelling or swearing name calling or insults mockingthreats and intimidationignoring or excludingisolatinghumiliatingdenial of the abuse and blaming of the victimand abuse survivor and author kellie jo holly offers some other great examples of verbal abuseemotionally abusive statementsyoure so cute when you try to concentrate look at you trying to thinki cant believe i love a stupid jerkaw come on cant you take a jokesexually abusive statementsyou should know how to please me by nowi hoped you were less experiencedstop acting like a whorefinancially abusive statementsyou are going to nickel and dime me to deathin what world does buying that make sensefine you handle your finances let me know when things go to hellsocietally abusive statementshow dare you spread around our private businesslet me do the talking people listen to menyou took a vow in front of god and everybody and i expect you to honor itthreatening and intimidating statementsif you dont train that dog im going to rub your nose in its messi will take our kids if you leave meyoure scared this isnt angry you will know when im angryspiritually abusive statementkeep your stupid beliefs to yourselfgod will find a way to get you back and it aint gonna be prettyi can feel myself being pulled into hell just listening to your nonsenseits been my personal clinical experience that children who are experiencing the types of things you describe often say they feel misunderstood lonely or scared and dont want to make things worse by standing up for themselves even if you feel you cant defend yourself outwardly that doesnt mean your fathers awful and toxic behavior is something you should ever internalize ie believe to be true which is why i hope you are surrounding yourself with people who will speak life and positivity back over you  we are all worthy of respect love and kindness dont ever forget thatmy love and light to you hontamara powell lmhc
my dad is always and i mean always cussing and screaming at me for no reason at all he makes me feel stupid he also compares me to my other siblings in a negative way and demeans me is this abuse,im really sorry to hear that you are going through thisits a little difficult to answer your question because the laws that define child abuse are different from state to state but usually things like what you describe your dad is doing are not considered to be child abusethe more important thing is how you feel about what is going on it sounds like this is really bothering youif you dont think you can talk to your dad about how you feel you might want to try talking to another adult you trust like a family member or teacher they may be able to help you figure out some ways to communicate with your dadi think you might feel better if you can talk to someone about how your are feeling
my dad is always and i mean always cussing and screaming at me for no reason at all he makes me feel stupid he also compares me to my other siblings in a negative way and demeans me is this abuse,yes this emotional abuse  there is no abuse without emotional abuse  his abuse is demeaning and can have lasting negative impact on your perspective of your self and people around you  please find someone support to talk to
my dad is always and i mean always cussing and screaming at me for no reason at all he makes me feel stupid he also compares me to my other siblings in a negative way and demeans me is this abuse,everyone deserves to be treated with dignity and respect having said that everyone gets upset once in awhile and may yell or scream which can be disrespectful you said always and i mean always and that is troubling if your dad curses and screams at you on a regular and consistent basis it can as you stated impact the way you feel about yourself while the definitions of child abuse differ from state to state talking to someone can help perhaps there is a counselor at school or another trustworthy person you could confide in to help you understand how this situation is impacting you counseling is a good option there is also help available through the national hotline at 18004224453 24 hours a day 7 days a week you can call press 1 and talk to a counselor while being anonymous you can also check out this website httpswwwchildhelporghotlineresourceskidsi am sorry that you are going though this situation there is help available you do not have to go through this situation alone
my dad is always and i mean always cussing and screaming at me for no reason at all he makes me feel stupid he also compares me to my other siblings in a negative way and demeans me is this abuse,yes screaming and cussing at your child is considered abusehere are two points i suggest you consider for your situationif your dad is ever calm when you and him are with one another  ask for some time to talk about your relationship with himschedule it for sometime in the near future from your request  this way he has time to consider his points of view on his relationship to you  even if he does no thinking about your relationship at all he will not feel pressured by the surprise of suddenly being expected to talk about a topic he may prefer to prepare himselfmy second point to you is to keep steady in your own views of who you are  when a parent demeans and mistreats a child the child is affected in a negative way  concentrate on loving yourself and keeping people in your friendship circle who care about you
my step nephew a preteen has begun masturbating i also had to take away the internet because he was caught looking up porn im worried about him,your nephews behavior sounds normal and developmentally appropriate  masturbation is a healthy expression of sexuality  most families to create some rules about where its ok to masturbate for example stating that it should be done in the privacy of the childs own room  im wondering if you or another adult in his life have talked to him about his developing sexuality  it seems like that would help him and you handle his increasing maturity
we have tried gentle talking counting to calm her and talking about it sending her to her room and then trying to talk when shes calmer and now calisthenics however nothing is working,theres two things this post relays  one which im sure youve already looked into  is working with the school to address this problem sure sometimes kids dont get along but most schools look at bullying seriously and this sounds serious the other though is additional tools to consider to help your daughter if you havent already read greenes explosive child you might give it a shot while its a little preachy many of the tools are wonderful and can help parents navigate tantrums httpswwwamazoncomexplosivechildunderstandingfrustratedchronicallydp0062270451 another tool that can redirect a child thats losing it is a task if her tantrums say involve throwing things maybe shes in charge of throwing all the sticks and acorns off the driveway into the garbage bin ie hey jenny you seem really angry right now lets use all that energy and get some work done go with her throw with her even  if possible  making a game out of getting the acorns into the bin from a distance i wish you all the best
i am in my 30s with 2 kids and no job and im behind on the bills ive been trying everything with no results i feel like everyone else puts their needs in front on mine i give intil it hurts and im afraid that im going to fail my babies ive been struggling for 5 yrs in a relationship with no communication and no alone time how can i get some support,financial stability is probably a good place to start your new life projectif your partner doesnt work or doesnt contribute his money to the household bills then maybe you are eligible  for some type of stipend from the governmentespecially since you have kids the child welfare service may intervene to help you  sometimes too a partner who is unwilling to pay for their kids wellbeing may be pressured by child welfare to make regular contributions to you and your kidsim glad you are thinking of your needs and those of your kids  this is the philosophy which will show you what road to follow so all three of you are in a secure financial place
i am in my 30s with 2 kids and no job and im behind on the bills ive been trying everything with no results i feel like everyone else puts their needs in front on mine i give intil it hurts and im afraid that im going to fail my babies ive been struggling for 5 yrs in a relationship with no communication and no alone time how can i get some support,i would want to know where do you put your needs often times we show people how to treat us based on how we treat ourselves first identify how to practice good self care which can only happen when you are authentic and real about your needs and desires you cannot pour from an empty cup and must take find the time to explore your purpose in life it may be helpful to seek out additional support to work on your intrapersonal relationship
my daughter was overly tired and throwing a fit at her grandparents house she wanted to come home at midnight and cried screamed said she said she hated her grandma and that she wanted to kill herself we also have a new baby in the house i didnt know if this would contribute to this how should i approach this,you wrote a very full family context w many directions to examinedo you know or can you find out what the grandma and your daughter were doing in the evening of the screaming episodeis it possible the grandma abuses your daughter or tells her scary stories watches scary movies  these are only suggestions of some problem between grandma and your daughteralso ask your daughter directly why she wants to kill herself and what killing herself means  seven year olds dont have a concept of death being a forever condition  seven year olds dont have a sense of future meaning besides likingdisliking them   maybe the new baby is a factor  do you feel this is a factor  trust your intuition to tell you if your daughter is resentful of your new babyeven if she is i doubt a seven year old has the capacity to connect current unhappiness with the intention of a future action including suicide
the birth mother attempted suicide several times while pregnant the adopted mother was terminally ill upon adopting the baby and died when the child was just over one year old the adopted father then remarried to a physically psychologically and emotionally abusive woman the child was placed in foster care at 11 years old what might be the long term effects on an adult with this childhood history,the true answer is no one can really say with certaintythe variables are the way this child absorbs and adjusts to these significant changes in their life  all anyone can do is guess at this point and theres no good reason to guessthe only general certainty is that the adult whom this child becomes will have had a profound encounter with the biggest types of human losses a child can go throughsome people become great teachers therapists and philosophers who have this background  some give up on life and hide away from othersthe best anyone could do who knows this child is to offer love bc this is the greatest guarantee to show there are good people on this earth
my grandsons stepmother sends him to school with a pink barbie backpack as a form of punishment,parents are to teach discipline to children not punishment  punishment is another word for wanting to cause hurt there is a different in discipline and punishment  punishment could have long term affects on a childs self image and growth it can lead to others issues such as bullying from peers as well whatever your grandson has done there is a much better way of getting him to understand that his actions are not acceptable punishment is not one them encourage the stepmother to build a positive relationship with him this way he will learn to respect and trust her his actions would improve she may need to attend a parenting class for blended families
my grandsons stepmother sends him to school with a pink barbie backpack as a form of punishment,absolutely not it is never in a childs best interest to use humiliation as punishment this can lead to issues in the relationship between parent and child as well as the childs social relationships kids have a hard enough time to then go and cause them embarrassment is unconscionable the entire job of a parent is to prepare their child to become a successful healthy adult you do this by using healthy ways to teach a child when they make a mistake discipline shouldnt be seen as punishment it should be seen as a way to teach a lesson what lesson could this possibility be teaching him absolutely nothing meanwhile she is most likely damaging her relationship with him and causing great distress in his school day and peer interactions she should be one of the people he can come to when hes hurting not someone who causes him pain
i am in my early 20s and i still live with my parents because i cant afford to live alone my mother says that if i live under her roof i have to follow her rules she is trying to control my life what should i do,hi  im sorry you are having such a tough time with this situation  i have worked with a number of young adults in their 20s who have had to move back home after college  or even stay at home through the college years  bottom line is that either way  it is so difficult when you are trying to discover who you are and what you want your life to be  to have to live at home  i have even heard much older adults clients  say that when they visit their childhood home  they suddenly feel like a kid again   the old dynamics between adults and their parents and siblings can pop right up as if they have gone back in time and are no longer adults i would suggest that you approach your mom and say something like i am hoping we can talk about the best way for us to manage me living here  i really appreciate that you are giving me a place to live until i get on my feet  and i want to be respectful of you and our home  at the same time  though i feel like its important for me to have more independence than when i was younger because i am growing up and trying to learn more about myself and become more autonomous can we talk about what might be fair rules that we can  both live with  if she is receptive  maybe you can each write a separate list of what you think would be fair and reasonable and then compare lists and try to make compromises and come up with a list of guidleines that feel fair to you both   if this is too hard to do alone  perhaps you and your mom can meet with a therapist a few times who can help you to come  up with some kind of compromise contract  this is not an easy situation  but if you can approach your mom in a calm and mature way and suggest a planned structured discussion that doesnt take place in the heat of the moment  your mom may be impressed by your maturity and even more receptive to working out some rules that you can both live withgood luck elissa gross
i am in my early 20s and i still live with my parents because i cant afford to live alone my mother says that if i live under her roof i have to follow her rules she is trying to control my life what should i do,hello even though legally you are an adult it is a matter of courtesy to respect the homes of your parents as long as you live there you should be considerate of their needs at the same time there should be conversation about what each of you considers appropriate as it pertains to communication between a parent and an adult even though you are still her offspring this will require openness honesty and a willingness to give from both sides in a respectful way healthy boundaries can be established and honored when each is willing to do their part in this new relationship your mother knows you are an adult but has not had as many years of treating you like one so mentally and emotionally this will take some time for her to adapt share your concerns with her and see if you can come up with a set of rules that you both can honor it will be a great stepping stone for both of you as you move into this new chapter together as you begin relating a little differentlyreach out for help to a counselor if needed you dont have to sort this out on your own and lastly take good care of yourself in the process you are moving through some exciting times in your life the more you can have support as you explore new events the better you might feel less stressedwarm regards
i am in my early 20s and i still live with my parents because i cant afford to live alone my mother says that if i live under her roof i have to follow her rules she is trying to control my life what should i do,unfortunately you seem to have yourself in a double bind by living with your mom she is not going to stop her attempts at what you perceive as controlling there is no use in trying to debate or get her to see your point as long as your there and you personalize her attempts at control then you will find yourself frustrated and resentful try to find an extra job or a roommate so that you can do the natural process of moving on outwwwlifecounselingorlandocom
i am in my early 20s and i still live with my parents because i cant afford to live alone my mother says that if i live under her roof i have to follow her rules she is trying to control my life what should i do,unfortunately i think most of us have heard this so you are not alone  if you are still under her roof she has leverage as to what her expectations are while you are living there  i would consider therapy for the both of you to see if there could be a middle ground that could be agreed upon  often times a 3rd party can help with conflict  if there is no resolution then i would look to get creative in finding a place of your own
i am in my early 20s and i still live with my parents because i cant afford to live alone my mother says that if i live under her roof i have to follow her rules she is trying to control my life what should i do,hello it sounds like you and your parents are not balanced in your communication and awareness of expectations your growth is not only reflected in your ability to understand and apply new knowledge and skills it is also reflective of your parents acceptance of your understanding and application have you tried talking with your parents to let them know your concernsthis talking is best when face to face and during non active conflict  cant begin stating rules during an argument etc sometimes it is even helpful to write down ways you feel you can be supported by them and supportive to them maybe share this list or reflective piece with them to review or use when communicating the expectations unfortunately until there are clear expectations stated and expressed the scale will be uneven and frustrations will increase dr t
i am in my early 20s and i still live with my parents because i cant afford to live alone my mother says that if i live under her roof i have to follow her rules she is trying to control my life what should i do,that is a really tough situation that a lot of young people are experiencing right now the first thing to under is that you cant change who your parents are and cannot change their behavior the thing to keep in mind is that you can control your responses and actions  you may need to keep living at home with them for the next few months or years and the best way to do this is to have a plan the second thing is to keep in mind that their controlling behavior is most likely not about based your behavior controlling parents are often driven by their concept of what will keep their children safe and happy unfortunately this is not always accurate but keep in mind it is not a personal attack  there are ways you can deal with controlling parents  and most of them require creating a plan of actionexamples of action plansdecide in advance how youll calmly and rationally respond to your parents when you feel theyre trying to control youarrange to phone a friend or trusted adult when you feel like youre losing controltalk in person to an adult you trust there arent any quick tips on how to deal with parents who want to control you you need to find strategies that are geared to your specific family situation get specific coping tips from books about family dynamics such astoxic parents overcoming their hurtful legacy and reclaiming your life by susan forwardcutting loose an adults guide to coming to terms with your parents by howard halperna counselor can be a good resource and provide support and guidance about issues addressing normal growth and development during periods of transition
i am in my early 20s and i still live with my parents because i cant afford to live alone my mother says that if i live under her roof i have to follow her rules she is trying to control my life what should i do,youre among many millennials who live with their parents due to financial reasonsdoes your mother mean rules pertaining to the way your family household organizes its daily or does she mean something elseevery household needs rules as responsibilities to keep the house clean who does the grocery shopping the way costs are distributed for this and all the other carrying charges  and tasks of maintaining the house in decent order as well as respecting the privacy and noise level requests of others who live in the homethis set of responsibilities applies whenever more than one person lives with another personhave you tried simply telling your mom that youre willing to be a responsible household member and that you prefer to keep the details of the way you live the rest of your life to yourselfthis would show respect to your mom and start the discussion as to the areas of your life you feel deserve privacy and how you would like to handle when your right to run your own life overlaps with any household duties
my dad makes me feel like shit and like im worthless he calls me names and makes me feel depressed i want to move out because i swear if i stay here im going to lose it what can i do,if youre actually able to afford to move out and support your own life then this is a reasonable choiceif youre not in such a position and must continue for a while to live w your dad then emotionally protect yourself from himdoing so is much more difficult than maybe it soundsdo you have privacy in your house and can you spend more time in a selfcreated safe space than around your dadalso limit the amount of dialogue you have with him so you dont offer him a chance to feel invited to criticize youare there other people who live in the household w you and dadif yes then are they similarly called names or are you singled out by him what do the other family members do when they hear your dad calling you namesis it possible the other family members dont realize how hurt and upset you are by your dads behaviorif yes then make a project for yourself to tell the other family members that you suffer from your dads name callingit is possible the other family members will step in and tell your dad to stopnot necessarily that he will stop  knowing the others support you emotionally and find you credible is helpful on its own
my dad makes me feel like shit and like im worthless he calls me names and makes me feel depressed i want to move out because i swear if i stay here im going to lose it what can i do,are you old enough to move out then by all means whats stopping youif not is it possible for you to move in with another family memberif youre a minor cps may need to step in they often do in cases of abuse your safety is the number one priorityits difficult to offer advice without knowing more about your situation but i can say this dont let other people define your self worth you can choose not to allow him to make you feel anything it really is that simple by looking at it as a choice you make you will be empowered to take control over your emotions and learn to feel better about yourself because your selfworth will no longer be defined by what someone else says about you or how they treat youlet me say that again in a different way your selfworth is not defined by someone else the way he treats you is a reflection of who he is as a person  not you dont take ownership of that i understand that if you are a minor setting healthy boundaries and refusing to accept this kind of treatment can be difficult reach out to others for help but if you are 18 and over there is absolutely no excuse for you to be there having to put up with maltreatment put up some boundaries and create the distance needed to protect yourself emotionally you owe it to yourself and deserve to live a healthy happy life anyone who tells you otherwise is wrong
i want to live with my mom my dad gets angry and makes me feel like everything is my fault i still talk to my mom although my dad tells me that im no allowed to im scared i will make the wrong decision and that my dad will hate me how do i tell him that i want to live with my mom,yes from what you wrote your dad doesnt accept responsibility for the way he feels and blames you for his feelingsim glad you recognize hes handling himself less as a grown person and more like a young childi also understand your hurt and frustration that your father handles himself in a way which shows for now that he is unwilling to respect your wishesyour decision is not surprising since most people wouldnt want to live with a parent who shows little interest to respect their kids decisionsin terms of how to tell him your choice do this in simple and most basic information terms  ive decided for now to live w momi suggest to not offer reasons to him bc he doesnt seem interested in hearing them  giving him reasons would likely trigger him to rebut themif he asks questions answer them as simply as possibleif and when you feel he is more willing to understand and know you then youd feel more free to have genuine dialogue with himright now he doesnt seem very ready to handle this
i want to live with my mom my dad gets angry and makes me feel like everything is my fault i still talk to my mom although my dad tells me that im no allowed to im scared i will make the wrong decision and that my dad will hate me how do i tell him that i want to live with my mom,there is a lot of information that needs to be filled in first so what the custody arrangement does your dad have full custody is the custody shared what does your mom think about the situation is she willing to go to bat for youwhat is your age usually you have the right to choose based on age requirements set by the statelegally you cant be kept away from your mom unless there is some legal complications that prevent itis your father abusive and should you seek protectionmany details need to be filled inyou can seek counseling without your parents approving or knowing depending on your agefind counseling through school or local agenciesyou have rights and one of those is the right to choose
i have three children a biological daughter a stepdaughter and a stepson i found out my stepdaughter overdosed today my daughter blames me i told her to stay out of it im scared of all three kids now they all blame me for their choices they made all three have drug addictions i had a stroke in 2013 so i need to depend on people from now on,blaming others is one of our greatest coping mechanisms  it is not just for addiction and often we blame the ones closest to us  you can not stop them from blaming you you can stop yourself for taking on the burden  we are all in charge of the choices we make  no one makes us do something other than our self  we choose how we internalize and react to situations  i would find a good therapist who understands family dynamics and addiction to help you cope with your current environment and help you move forward
she refuses to talk to me and told my mom her grand mother that she is remembering things from the past i dont know what to do my daughter blames me and swears she hates me my parents say i should just let my daughter live with her dad but i dont see how i could fix things if i only see her every other weekend what should i do,sorry to hear about your high degree of stresshow old is your daughterwho abused yours daughterthe answers make a difference to your decisionobviously if the father was the abuser then unless your ex demonstrates to you and you believe he will not abuse her your daughter should stay with youif someone other than the father was the abuser and the father has a good relationship with your daughter then it is possible that the time away from your household will give each of you time away from arguing with one anotherwhat does your daughter tell you she wantsher wishes must be considered toorelationships can be fixed  sometimes being apart helps this process because the two people each have time to reflect more deeply on what they value about the other
shes a teenager and for the last two years shes lived with her older brother shes angry because she wants to come live with me but my current living situation is not the best for her she refuses to see any reason shes being disrespectful her sexual curiosity is waking up,youre her mom and she needs you  i would suggest focusing on connection  since you are not currently living together one way to do this would be to plan a date in which she gets to decide what you do together  give her time to think about what she wants to do  as long as the activity is safe and affordable try to do it even if its not your thing  while you are with her turn off the phone and give her your undivided attention  the goal would be just for you to enjoy each other and connect
i told her that if daddy dies we will never see him again she started crying because i wouldnt make her daddy die,children often have a difficult time expressing emotions accurately it is also very likely that your daughter does not understand  the permanence of death having said that she is using some very specific ideas here and i would recommend contacting a local mental health professional with some experience working with childreni would also wonder where she is getting this idea sometimes children hear things on tv or from an adult and we are not even aware of how much they are rememberingit may be helpful to teach her things that she can do when she is angry like say that she is mad because she cannot have the toy that she is asking forim curious as to how long it is that she stays mad like this and whether she talks to her dad after she is no longer angry does she say the same sorts of things about youit may also be helpful for you to work with a mental health professional possibly the same one who is working with your daughter so that you can have some support with this as well
i told her that if daddy dies we will never see him again she started crying because i wouldnt make her daddy die,toddlers dont have the intellectual capacity to conceptualizebetter to find out why she wants daddy to die than explain the future consequences of death to your toddlera person must be around 9 possibly 8 years old before absorbing the potential effects of an action taken in present timepretty much your toddler demonstrated to you here age appropriate and limited understanding of the loss of a parent by crying that you werent able to magically make her father disappearalso please pay attention and form your own opinions as to the reasons why your toddler would wish her fathers deathshe may be pointing out that the father behaves in frightening or harmful ways towards her
i told her that if daddy dies we will never see him again she started crying because i wouldnt make her daddy die,its normal for a child to be so angry she wanted someone to die but this seems to be heading into a dangerous realm i think it would be wise to have her seen by a child psychologist just to rule out anything more serious
my husbands exwife married a man who was charged with seven felony counts of pandering involving a minor he by his own admission is addicted to child pornography my stepdaughters are now all teenagers they do not know my husbands exwife has kept this information from my stepdaughters the stepfather has had issues regarding his pornography addiction recently the exwife minimizes it by saying that he has repented it is a constant strain on my husband knowing that his girls are living with a man who is addicted to child pornography my own therapist believes the girls should be told the exwife says her therapist says the opposite,if the daughters are old  mature enough to understand substance abuse  they should be told for their own empowerment knowledge is their power of safety and protection
